,Unnamed: 0,post_id,comments,timestamp,text,id
152,152,17906863352180518,"{'timestamp': '2022-03-30T11:14:18+0000', 'text': 'Cash on delivery available ah', 'id': '17916501686263770'}",2022-03-30T11:14:18+0000,Cash on delivery available ah,17916501686263770
153,153,17911189967229342,"{'timestamp': '2022-02-11T08:20:04+0000', 'text': 'I need kurti and jents shirt in the same combination', 'id': '17958716374590748'}",2022-02-11T08:20:04+0000,I need kurti and jents shirt in the same combination,17958716374590748
154,154,17911189967229342,"{'timestamp': '2022-02-10T18:24:14+0000', 'text': 'I want this dress', 'id': '17987746519445409'}",2022-02-10T18:24:14+0000,I want this dress,17987746519445409
155,155,17905391153334792,"{'timestamp': '2022-03-10T19:04:50+0000', 'text': 'How to order', 'id': '17845672274736810'}",2022-03-10T19:04:50+0000,How to order,17845672274736810
156,156,17918842130020691,"{'timestamp': '2022-02-11T03:13:01+0000', 'text': 'Yepdi order pandradhu', 'id': '17929962613915547'}",2022-02-11T03:13:01+0000,Yepdi order pandradhu,17929962613915547
157,157,17858588687629674,"{'timestamp': '2022-06-14T01:59:15+0000', 'text': 'Hlloo sister', 'id': '17934854954276925'}",2022-06-14T01:59:15+0000,Hlloo sister,17934854954276925
158,158,17858588687629674,"{'timestamp': '2022-06-14T01:40:27+0000', 'text': 'Xxl sice order', 'id': '17940006356141323'}",2022-06-14T01:40:27+0000,Xxl sice order,17940006356141323
159,159,17858588687629674,"{'timestamp': '2022-02-10T18:32:58+0000', 'text': 'Ithuvum venum', 'id': '17855866652702538'}",2022-02-10T18:32:58+0000,Ithuvum venum,17855866652702538
160,160,17858588687629674,"{'timestamp': '2022-02-10T18:27:41+0000', 'text': 'I want this dress', 'id': '17928669449028375'}",2022-02-10T18:27:41+0000,I want this dress,17928669449028375
161,161,17902895708254960,"{'timestamp': '2022-03-21T15:30:52+0000', 'text': 'Yennaku oru Top veanum sister', 'id': '17920209971168573'}",2022-03-21T15:30:52+0000,Yennaku oru Top veanum sister,17920209971168573
162,162,18006604555330240,"{'timestamp': '2022-02-27T10:42:50+0000', 'text': 'I want this one piece Mam', 'id': '18167643472204022'}",2022-02-27T10:42:50+0000,I want this one piece Mam,18167643472204022
163,163,17928997471708757,"{'timestamp': '2021-10-04T04:27:59+0000', 'text': 'Tq so much', 'id': '17929278172721304'}",2021-10-04T04:27:59+0000,Tq so much,17929278172721304
164,164,17856249899631329,"{'timestamp': '2022-03-26T16:13:07+0000', 'text': ""Saree's la innum en colours irruku"", 'id': '17918625233473558'}",2022-03-26T16:13:07+0000,Saree's la innum en colours irruku,17918625233473558
165,165,17878689899453449,"{'timestamp': '2021-09-18T17:49:25+0000', 'text': 'How to place order', 'id': '17909547437086212'}",2021-09-18T17:49:25+0000,How to place order,17909547437086212
166,166,17867571815577627,"{'timestamp': '2022-02-13T15:10:09+0000', 'text': 'Cash on delivery ah', 'id': '17950273249665591'}",2022-02-13T15:10:09+0000,Cash on delivery ah,17950273249665591
167,167,17867571815577627,"{'timestamp': '2022-02-13T15:09:34+0000', 'text': 'Delivery charge Who much', 'id': '18006606106391324'}",2022-02-13T15:09:34+0000,Delivery charge Who much,18006606106391324
168,168,17893073237337246,"{'timestamp': '2021-08-20T04:04:11+0000', 'text': '❤️😮', 'id': '17842923143643084'}",2021-08-20T04:04:11+0000,❤️😮,17842923143643084
169,169,17901832505040557,"{'timestamp': '2021-08-31T08:02:05+0000', 'text': '😍', 'id': '18132254521213081'}",2021-08-31T08:02:05+0000,😍,18132254521213081
170,170,17893861139147036,"{'timestamp': '2021-07-28T18:52:12+0000', 'text': 'Pp', 'id': '17883980753499191'}",2021-07-28T18:52:12+0000,Pp,17883980753499191
171,171,17961616642445390,"{'timestamp': '2022-02-11T06:06:26+0000', 'text': 'Need this', 'id': '17951053609716109'}",2022-02-11T06:06:26+0000,Need this,17951053609716109
